Country or Area,City,Source Year,Value,ISO3166-1-Alpha-2,ISO3166-1-Alpha-3
United Kingdom of Great Britain and Northern Ireland,West Lothian,2006,158714,GB,GBR
Netherlands (Kingdom of the),s-Hertogenbosch,2024,158753,NL,NLD
Brazil,Jequié,2024,158813,BR,BRA
Hungary,Szeged,2024,158829,HU,HUN
Canada,Whitby,2025,158855,CA,CAN
Bangladesh,Jamalpur Pourasabha,2023,158889,BD,BGD
Nigeria,Effon-Alaiye,2002,158977,NG,NGA
Argentina,Bariloche,2016,158989,AR,ARG
India,Kapra,2007,159002,IN,IND
United States of America,Roseville (CA),2024,159135,US,USA
Japan,Matsusaka,2022,159145,JP,JPN
India,Uttarpara Kotrung,2017,159147,IN,IND
Colombia,Maicao,2020,159223,CO,COL
Brazil,Patos de Minas,2024,159235,BR,BRA
India,Budaun,2017,159285,IN,IND
France,Dijon,2025,159346,FR,FRA
Sweden,Orebro,2024,159348,SE,SWE
Canada,Guelph,2025,159360,CA,CAN
Canada,Lévis V,2025,159436,CA,CAN
United States of America,Salinas (CA),2024,159506,US,USA
China,Jiayuguan,2002,159541,CN,CHN
Malaysia,M.D. Ketereh,2022,159560,MY,MYS
Netherlands (Kingdom of the),Zaanstad,2024,159618,NL,NLD
United States of America,Killeen (TX),2024,159643,US,USA
Sweden,Västerås,2024,159661,SE,SWE
Brazil,Barreiras,2024,159734,BR,BRA
Ecuador,Milagro,2025,159970,EC,ECU
Israel,Ashqelon,2025,160124,IL,ISR
Venezuela (Bolivarian Republic of),Guanare,2016,160234,VE,VEN
United States of America,Corona (CA),2024,160238,US,USA
Burkina Faso,Koudougou,2022,160239,BF,BFA
Türkiye,Siirt (Merkez),2023,160340,TR,TUR
Algeria,Naama,2016,160381,DZ,DZA
Costa Rica,Pococí,2025,160387,CR,CRI
India,Banda,2017,160473,IN,IND
Thailand,Si Sa Ket,2013,160508,TH,THA
Croatia,Split,2024,160577,HR,HRV
Japan,Miyakonojo,2022,160640,JP,JPN
Germany,Solingen,2024,160643,DE,DEU
Colombia,Uribia,2020,160711,CO,COL
India,Chittoor,2017,160722,IN,IND
Netherlands (Kingdom of the),Amersfoort,2024,160759,NL,NLD
Philippines,Kidapawan,2023,160791,PH,PHL
Philippines,Naic,2022,160987,PH,PHL
Türkiye,Tokat (Merkez),2023,161169,TR,TUR
Netherlands (Kingdom of the),Enschede,2024,161235,NL,NLD
Uzbekistan,Navoi,2024,161243,UZ,UZB
Zimbabwe,Gweru,2023,161294,ZW,ZWE
New Zealand,Tauranga,2025,161300,NZ,NZL
United States of America,Palmdale (CA),2024,161404,US,USA
Ecuador,Daule,2025,161498,EC,ECU
Venezuela (Bolivarian Republic of),Naguanagua,2016,161658,VE,VEN
Venezuela (Bolivarian Republic of),Valera,2016,161771,VE,VEN
Philippines,Sariaya,2023,161868,PH,PHL
Malaysia,M.P. Kota Samarahan,2022,161890,MY,MYS
Iran (Islamic Republic of),Rafsanjan,2017,161909,IR,IRN
Pakistan,Kot Abdul Malik,2024,162030,PK,PAK
Cuba,Las Tunas,2025,162121,CU,CUB
Kenya,Kitale,2021,162154,KE,KEN
Brazil,Parnaíba,2024,162159,BR,BRA
Malaysia,M.D. Penampang,2022,162174,MY,MYS
India,Robertson Pet,2017,162230,IN,IND
Germany,Darmstadt,2024,162243,DE,DEU
Canada,Langley,2025,162269,CA,CAN
Germany,Heidelberg,2024,162273,DE,DEU
Netherlands (Kingdom of the),Haarlemmermeer,2024,162300,NL,NLD
Italy,Perugia,2024,162367,IT,ITA
Japan,Hadano,2022,162439,JP,JPN
Japan,Ube,2022,162570,JP,JPN
Uganda,Mukono,2016,162744,UG,UGA
Iran (Islamic Republic of),Bandar-e-Mahshahr,2017,162797,IR,IRN
Zambia,Mufulira,2014,162889,ZM,ZMB
Netherlands (Kingdom of the),Ede,2024,162972,NL,NLD
Chile,Renca,2024,163102,CL,CHL
India,Rajnandgaon,2017,163114,IN,IND
Canada,Cambridge,2025,163208,CA,CAN
South Africa,Springs,2000,163304,ZA,ZAF
India,Moga,2017,163397,IN,IND
Poland,Olsztyn,2023,163424,PL,POL
Malaysia,M.D. Tangkak,2022,163449,MY,MYS
Russian Federation,Ussuriisk,2013,163465,RU,RUS
Mexico,Salamanca,2024,163575,MX,MEX
Nigeria,Gombe,2002,163604,NG,NGA
India,Vapi,2017,163630,IN,IND
Greece,Pireas,2014,163688,GR,GRC
Brazil,Poços de Caldas,2024,163742,BR,BRA
India,Proddatur,2017,163970,IN,IND
Turkmenistan,Türkmenabat (Chardzhou),1990,164000,TM,TKM
Chile,Providencia,2024,164009,CL,CHL
Thailand,Loei,2013,164180,TH,THA
South Africa,Germiston,2000,164252,ZA,ZAF
India,Kancheepuram,2017,164384,IN,IND
India,Alandur,2017,164430,IN,IND
Nepal,Nepalganj,2023,164444,NP,NPL
Israel,Ramat Gan,2025,164569,IL,ISR
China,Tongjiang,2002,164595,CN,CHN
India,Tenali,2017,164937,IN,IND
Brazil,Lages,2024,164981,BR,BRA
Japan,Kushiro,2022,165077,JP,JPN
Brazil,Teresópolis,2024,165123,BR,BRA
Brazil,Francisco Morato,2024,165139,BR,BRA
Canada,Kelowna,2025,165200,CA,CAN
India,Faizabad,2017,165228,IN,IND
Iran (Islamic Republic of),Saqez,2017,165258,IR,IRN
India,Tonk,2017,165294,IN,IND
Brazil,Pindamonhangaba,2024,165428,BR,BRA
United States of America,Murfreesboro (TN),2024,165430,US,USA
Brazil,São Caetano do Sul,2024,165655,BR,BRA
Germany,Leverkusen,2024,165748,DE,DEU
Japan,Niiza,2022,166017,JP,JPN
France,Le Havre,2025,166058,FR,FRA
United States of America,Lancaster (CA),2024,166236,US,USA
India,Chirala,2007,166294,IN,IND
Philippines,Tuguegarao,2023,166334,PH,PHL
Malaysia,M.D. Kerian,2022,166352,MY,MYS
Japan,Takaoka,2022,166393,JP,JPN
Türkiye,Nigde (Merkez),2023,166511,TR,TUR
Poland,Bielsko-Biala,2023,166517,PL,POL
Nepal,Dharan,2023,166531,NP,NPL
Japan,Obihiro,2022,166536,JP,JPN
Malaysia,M.D. Semporna,2022,166587,MY,MYS
Pakistan,Kamalia,2024,166617,PK,PAK
Japan,Oyama,2022,166666,JP,JPN
Japan,Iwata,2022,166672,JP,JPN
Thailand,Sukhothai,2013,166782,TH,THA
Brazil,Linhares,2024,166786,BR,BRA
United Kingdom of Great Britain and Northern Ireland,Wigan,2006,166840,GB,GBR
India,S.A.S. Nagar,2017,166864,IN,IND
India,Chandannagar,2017,166867,IN,IND
Saudi Arabia,Al-Qurrayyat,2023,167080,SA,SAU
Brazil,Mesquita,2024,167127,BR,BRA
Netherlands (Kingdom of the),Apeldoorn,2024,167191,NL,NLD
Germany,Osnabrück,2024,167366,DE,DEU
Sweden,Linköping,2024,167403,SE,SWE
Brazil,Angra dos Reis,2024,167434,BR,BRA
Greece,Patrai,2014,167446,GR,GRC
India,Jind,2017,167592,IN,IND
Democratic People's Republic of Korea,Anju,2009,167646,KP,PRK
Colombia,Tunja,2020,167991,CO,COL
United States of America,Garden Grove (CA),2024,168234,US,USA
Brazil,Itu,2024,168240,BR,BRA
Brazil,Porto Seguro,2024,168326,BR,BRA
Iran (Islamic Republic of),Mahabad,2017,168393,IR,IRN
Japan,Hirosaki,2022,168466,JP,JPN
Philippines,Baliuag,2023,168470,PH,PHL
Ghana,Obuasi,2015,168641,GH,GHA
India,Hoshiarpur,2017,168653,IN,IND
Russian Federation,Abakan,2013,168655,RU,RUS
Japan,Sakura,2022,168743,JP,JPN
Madagascar,Toliara,2024,168756,MG,MDG
Israel,Bet Shemesh,2025,168809,IL,ISR
Costa Rica,Cartago,2025,168971,CR,CRI
India,Bharuch,2017,169007,IN,IND
Malaysia,M.P. Temerloh,2022,169023,MY,MYS
Japan,Nishio,2022,169046,JP,JPN
Georgia,Batumi,2021,169095,GE,GEO
India,Deoli,2017,169122,IN,IND
India,Medinipur,2017,169264,IN,IND
Canada,Barrie,2025,169419,CA,CAN
India,Shimla,2017,169578,IN,IND
Pakistan,Bolhari,2024,169613,PK,PAK
Poland,Gliwice,2023,169750,PL,POL
Chile,El Bosque,2024,169855,CL,CHL
India,Machilipatnam,2017,169892,IN,IND
Brazil,Barra Mansa,2024,169894,BR,BRA
Philippines,Concepcion,2023,169953,PH,PHL
United States of America,Oceanside (CA),2024,170020,US,USA
Mexico,"Guadalupe, Zacatecas",2021,170029,MX,MEX
Oman,Ibri,2021,170083,OM,OMN
Japan,Tomakomai,2022,170113,JP,JPN
Republic of Korea,Dangjin,2025,170122,KR,KOR
United States of America,Springfield (MO),2024,170188,US,USA
Russian Federation,Volgodonsk,2013,170189,RU,RUS
Iran (Islamic Republic of),Malayer,2017,170237,IR,IRN
United States of America,Fort Collins (CO),2024,170376,US,USA
Malaysia,M.P. Sibu,2022,170404,MY,MYS
Italy,Reggio nell'Emilia,2024,170451,IT,ITA
Brazil,Ibirité,2024,170537,BR,BRA
India,Bahadurgarh,2017,170767,IN,IND
Pakistan,Jaranwala,2024,170872,PK,PAK
Nigeria,Iseyin,2002,170936,NG,NGA
Russian Federation,Novocherkassk,2013,171081,RU,RUS
Philippines,Surigao,2023,171107,PH,PHL
India,Navsari,2017,171109,IN,IND
United States of America,Pembroke Pines (FL),2024,171119,US,USA
India,Veraval,2017,171121,IN,IND
Italy,Reggio di Calabria,2024,171181,IT,ITA
Pakistan,Tando Allahyar,2024,171185,PK,PAK
South Africa,Alexandra,2000,171284,ZA,ZAF
Brazil,Araguaína,2024,171301,BR,BRA
Japan,Urayasu,2022,171362,JP,JPN
Portugal,Amadora,2023,171454,PT,PRT
Spain,Alcorcón,2023,171575,ES,ESP
Chile,Curicó,2024,171589,CL,CHL
Saudi Arabia,Al-Hawiyah,2023,171610,SA,SAU
Guadeloupe,Pointe-à-Pitre,2002,171773,GP,GLP
Saudi Arabia,Jubail Industrial City,2023,172233,SA,SAU
Thailand,Phetchabun,2013,172275,TH,THA
Mexico,Ciudad Acuña,2024,172282,MX,MEX
Germany,Mülheim an der Ruhr,2024,172404,DE,DEU
Philippines,Gen. Mariano Alvarez,2023,172433,PH,PHL
Malaysia,M.P. Teluk Intan,2022,172505,MY,MYS
Kenya,Ongata Rongai,2021,172516,KE,KEN
Philippines,Polomolok,2023,172605,PH,PHL
India,Gadag-Betigeri,2017,172612,IN,IND
Russian Federation,Kamensk-Uralsky,2013,172639,RU,RUS
Spain,Santander,2024,172655,ES,ESP
Türkiye,Karaman (Merkez),2023,172683,TR,TUR
Japan,Kamakura,2022,172710,JP,JPN
France,Saint-Étienne,2025,172718,FR,FRA
Japan,Izumo,2022,172775,JP,JPN
Germany,Oldenburg (Oldenburg),2024,172830,DE,DEU
United Kingdom of Great Britain and Northern Ireland,Renfrewshire,2006,172867,GB,GBR
India,Kottayam,2007,172878,IN,IND
Uzbekistan,Chirchik,2024,172917,UZ,UZB
Russian Federation,Zlatoust,2013,172972,RU,RUS
Switzerland,Bâle,2022,173064,CH,CHE
Spain,Albacete,2024,173202,ES,ESP
Malaysia,M.P. Pontian,2022,173318,MY,MYS
Iran (Islamic Republic of),Shahinshahr,2017,173329,IR,IRN
Philippines,Mexico,2023,173403,PH,PHL
Philippines,Lubao,2023,173502,PH,PHL
Chile,Quilpué,2024,173591,CL,CHL
India,Cuddalore,2017,173636,IN,IND
China,Xilinhaote,2002,173796,CN,CHN
Pakistan,Mangora,2000,173868,PK,PAK
Venezuela (Bolivarian Republic of),Los Guayos,2016,173878,VE,VEN
Saudi Arabia,Jizan,2023,173919,SA,SAU
Czechia,Plzen,2022,174007,CZ,CZE
Democratic People's Republic of Korea,Hyesan,2009,174015,KP,PRK
India,Badlapur,2017,174226,IN,IND
Canada,Coquitlam,2025,174248,CA,CAN
Germany,Ludwigshafen am Rhein,2024,174265,DE,DEU
Pakistan,Tandoadam,2024,174291,PK,PAK
Australia,Newcastle,2025,174294,AU,AUS
Philippines,Dagupan,2023,174302,PH,PHL
Algeria,Ech Cheliff (El Asnam),2003,174314,DZ,DZA
India,Adityapur,2017,174355,IN,IND
Sierra Leone,Bo,2018,174369,SL,SLE
India,Vasai,2007,174396,IN,IND
India,Phusro,2007,174402,IN,IND
United States of America,Rancho Cucamonga (CA),2024,174405,US,USA
Brazil,Timon,2024,174465,BR,BRA
Japan,Hitachi,2022,174508,JP,JPN
Malaysia,D.B. Kuching Utara,2022,174522,MY,MYS
Spain,Burgos,2024,174585,ES,ESP
Malaysia,M.B. Kuching Selatan,2022,174625,MY,MYS
Mexico,Jiutepec,2021,174629,MX,MEX
Türkiye,Edirne (Merkez),2023,174662,TR,TUR
Mexico,Chalco de Diaz Covarrubias,2021,174704,MX,MEX
India,Tambaram,2017,174787,IN,IND
India,Chhindwara,2017,175052,IN,IND
Canada,Abbotsford,2025,175087,CA,CAN
Belarus,Baranovichi,2021,175100,BY,BLR
Iran (Islamic Republic of),Maraqeh,2017,175255,IR,IRN
Australia,Cairns,2025,175398,AU,AUS
Oman,As Suwayq,2022,175669,OM,OMN
Thailand,Phetchaburi,2013,175675,TH,THA
United States of America,Santa Rosa (CA),2024,175845,US,USA
Spain,Castelló de la Plana,2024,175915,ES,ESP
Bangladesh,Pabna Pourasabha,2023,176005,BD,BGD
Chile,Copiapó,2024,176100,CL,CHL
Japan,Narashino,2022,176197,JP,JPN
Chile,Osorno,2024,176304,CL,CHL
South Africa,Mangaung,2000,176525,ZA,ZAF
Pakistan,Attock,2024,176544,PK,PAK
Bangladesh,Jessore,2006,176655,BD,BGD
Brazil,Bragança Paulista,2024,176811,BR,BRA
Russian Federation,Mytishchi,2013,176825,RU,RUS
Côte d'Ivoire,Soubre,2023,176870,CI,CIV
India,Hastsal,2017,176877,IN,IND
Thailand,Prachuap Khiri Khan,2013,177011,TH,THA
Egypt,Shebin-El-Kom,2011,177112,EG,EGY
Ecuador,Riobamba,2025,177213,EC,ECU
India,Sitapur,2017,177234,IN,IND
Pakistan,Ferozewala,2024,177238,PK,PAK
Ecuador,Ambato,2025,177316,EC,ECU
Australia,Greater Melbourne,2025,177396,AU,AUS
Australia,Melbourne,2025,177396,AU,AUS
Russian Federation,Syzran,2013,177404,RU,RUS
United States of America,Salem (OR),2024,177432,US,USA
Kazakhstan,Temirtau,2024,177465,KZ,KAZ
Russian Federation,Norilsk,2013,177506,RU,RUS
Nepal,Budhanilkhantha,2023,177557,NP,NPL
United States of America,Aurora (IL),2024,177563,US,USA
Sri Lanka,Moratuwa,2009,177563,LK,LKA
Colombia,Riohacha,2020,177573,CO,COL
India,Unnao,2017,177658,IN,IND
Republic of Korea,Seosan,2025,177765,KR,KOR
Indonesia,Tebing Tinggi,2024,177785,ID,IDN
Ecuador,Quevedo,2025,177792,EC,ECU
Venezuela (Bolivarian Republic of),Guatire,2016,177794,VE,VEN
Pakistan,Lasbela,2021,177823,PK,PAK
India,Surendranagar Dudhrej,2017,177851,IN,IND
United States of America,Eugene (OR),2024,177899,US,USA
United States of America,Shreveport (LA),2024,177959,US,USA
South Africa,Botshabelo,2000,177971,ZA,ZAF
China,Yingtan,2002,178406,CN,CHN
United States of America,Elk Grove (CA),2024,178444,US,USA
China,Aletai,2002,178510,CN,CHN
Brazil,Ilhéus,2024,178649,BR,BRA
Bangladesh,Naogaon Pourasabha,2023,178649,BD,BGD
India,Silchar,2017,178865,IN,IND
Russian Federation,Lyubertsy,2013,178884,RU,RUS
Serbia,Niš,2024,178976,RS,SRB
Brazil,Ferraz de Vasconcelos,2024,179198,BR,BRA
Philippines,Roxas,2023,179292,PH,PHL
France,Reims,2025,179380,FR,FRA
Montenegro,PODGORICA,2024,179505,ME,MNE
Japan,Uji,2022,179630,JP,JPN
Indonesia,Tanjung Balai,2024,179748,ID,IDN
Nepal,Tulsipur,2023,179755,NP,NPL
Poland,Kielce,2023,179807,PL,POL
India,Hugli-Chinsurah,2017,179931,IN,IND
Malaysia,M.D. Tumpat,2022,179944,MY,MYS
India,Shivpuri,2017,179977,IN,IND
United States of America,Cary (NC),2024,180010,US,USA
India,Panvel,2017,180020,IN,IND
United Kingdom of Great Britain and Northern Ireland,Crawley,2006,180177,GB,GBR
India,Madanapalle,2017,180180,IN,IND
Republic of Korea,Seogwipo,2025,180295,KR,KOR
India,Jaunpur,2017,180362,IN,IND
France,Toulon,2025,180452,FR,FRA
Romania,Ploiesti,2023,180540,RO,ROU
Thailand,Mukdahan,2013,180600,TH,THA
Russian Federation,Petropavlovsk-Kamchatsky,2013,180702,RU,RUS
Bangladesh,Narsingdi Pourasabha,2023,180711,BD,BGD
United States of America,Clarksville (TN),2024,180716,US,USA
Puerto Rico,Bayamón,2025,180835,PR,PRI
Germany,Hamm,2024,180849,DE,DEU
Netherlands (Kingdom of the),Arnhem,2024,180884,NL,NLD
India,Guna,2017,180935,IN,IND
China,Miquan,2002,180952,CN,CHN
China,Manzhouli,2002,181112,CN,CHN
Iran (Islamic Republic of),Fardis,2017,181174,IR,IRN
Peru,Chincha Alta,2019,181524,PE,PER
India,Sultan Pur Majra,2017,181554,IN,IND
India,Byatarayanapura,2007,181744,IN,IND
Australia,Toowoomba,2025,181821,AU,AUS
India,Serampore,2017,181842,IN,IND
Germany,Saarbrücken,2024,181959,DE,DEU
Chile,Valdivia,2024,182086,CL,CHL
Brazil,Guarapuava,2024,182093,BR,BRA
Philippines,Sorsogon,2023,182237,PH,PHL
Kyrgyzstan,Jalal-Abad,2025,182396,KG,KGZ
Uzbekistan,Angren,2024,182429,UZ,UZB
India,Dinapur Nizamat,2017,182429,IN,IND
United States of America,Ontario (CA),2024,182457,US,USA
Netherlands (Kingdom of the),Nijmegen,2024,182480,NL,NLD
India,Sirsa,2017,182534,IN,IND
United States of America,Mobile (AL),2024,182595,US,USA
Brazil,Jaraguá do Sul,2024,182660,BR,BRA
Jamaica,Portmore,2013,182800,JM,JAM
United Kingdom of Great Britain and Northern Ireland,Sunderland,2006,182974,GB,GBR
Romania,Oradea,2023,183105,RO,ROU
United States of America,Newport News (VA),2024,183118,US,USA
Iraq,Kut,1987,183183,IQ,IRQ
Mexico,Manzanillo,2024,183190,MX,MEX
Saudi Arabia,Unayzah,2023,183319,SA,SAU
Brazil,Santa Bárbara D'Oeste,2024,183347,BR,BRA
Japan,Tachikawa,2022,183581,JP,JPN
India,Raiganj,2017,183612,IN,IND
Spain,Getafe,2023,183872,ES,ESP
United States of America,Fort Lauderdale (FL),2024,184255,US,USA
Canada,Sherbrooke,2025,184303,CA,CAN
Japan,Izumi (Osaka),2022,184495,JP,JPN
United Kingdom of Great Britain and Northern Ireland,Milton Keynes,2006,184506,GB,GBR
India,Nala Sopara,2007,184538,IN,IND
India,Adoni,2017,184625,IN,IND
Japan,Toyokawa,2022,184661,JP,JPN
Nigeria,Ikorodu,2002,184674,NG,NGA
Türkiye,Bolu (Merkez),2023,184682,TR,TUR
Italy,Modena,2024,184836,IT,ITA
China,Linjiang,2002,184901,CN,CHN
Peru,Sullana,2019,184910,PE,PER
Mexico,San Luis Rio Colorado,2024,184925,MX,MEX
Iran (Islamic Republic of),Semnan,2017,185129,IR,IRN
Dominican Republic,San Pedro de Macorís,2012,185255,DO,DOM
Guinea,Boke,2017,185548,GN,GIN
Germany,Potsdam,2024,185750,DE,DEU
Brazil,Cachoeiro de Itapemirim,2024,185786,BR,BRA
India,Vellore,2017,185803,IN,IND
China,Hetian,2002,186127,CN,CHN
India,Krishnarajapura,2007,186210,IN,IND
India,Bahraich,2017,186223,IN,IND
Canada,Greater Sudbury / Grand Sudbury,2025,186337,CA,CAN
Pakistan,Sammundari,2024,186371,PK,PAK
Netherlands (Kingdom of the),Breda,2024,186438,NL,NLD
Russian Federation,Korolev (Moskovskaya oblast),2013,186460,RU,RUS
Brazil,Itabuna,2024,186708,BR,BRA
Venezuela (Bolivarian Republic of),Tocuyito,2016,186755,VE,VEN
Dominican Republic,Los Alcarrizos,2012,186818,DO,DOM
Nigeria,Ife,2002,186856,NG,NGA
Philippines,Calbayog,2023,186960,PH,PHL
United States of America,Chattanooga (TN),2024,187030,US,USA
United States of America,Glendale (CA),2024,187050,US,USA
Colombia,Tuluá,2020,187159,CO,COL
Brazil,Alvorada,2024,187315,BR,BRA
India,Bhusawal,2017,187421,IN,IND
United Kingdom of Great Britain and Northern Ireland,Bournemouth,2013,187503,GB,GBR
China,Dunhuang,2002,187578,CN,CHN
Japan,Anjo,2022,187990,JP,JPN
Japan,Joetsu,2022,188047,JP,JPN
Spain,Donostia/San Sebastián,2024,188136,ES,ESP
Jordan,Aqaba,2016,188160,JO,JOR
Israel,Holon,2025,188197,IL,ISR
Russian Federation,Yuzhno-Sakhalinsk,2013,188242,RU,RUS
Italy,Taranto,2024,188310,IT,ITA
Pakistan,Dadu,2024,188317,PK,PAK
Philippines,Digos,2023,188376,PH,PHL
Portugal,Vila Nova de Gaia,2023,188421,PT,PRT
Japan,Tottori,2022,188465,JP,JPN
Bangladesh,Sirajganj Pourasabha,2023,188549,BD,BGD
Poland,Rzeszów,2023,188643,PL,POL
Spain,Leganés,2023,188687,ES,ESP
United States of America,Akron (OH),2024,188701,US,USA
Türkiye,Kirikkale (Merkez),2023,188769,TR,TUR
Japan,Odawara,2022,188856,JP,JPN
Malaysia,M.P. Hang Tuah Jaya,2022,188857,MY,MYS
Türkiye,Düzce (Merkez),2023,188928,TR,TUR
China,Yumen,2002,188931,CN,CHN
Chile,La Pintana,2024,188980,CL,CHL
Nigeria,Minna,2002,189191,NG,NGA
Russian Federation,Severodvinsk,2013,189313,RU,RUS
India,Sambalpur,2017,189366,IN,IND
Japan,Numazu,2022,189386,JP,JPN
Japan,Kofu,2022,189591,JP,JPN
Bulgaria,Burgas,2023,189741,BG,BGR
Germany,Hagen,2024,189783,DE,DEU
United States of America,Tempe (AZ),2024,189834,US,USA
Brazil,Nova Friburgo,2024,189939,BR,BRA
India,Khora,2017,190005,IN,IND
Poland,Sosnowiec,2023,190077,PL,POL
Egypt,Sohag,2011,190132,EG,EGY
United States of America,Brownsville (TX),2024,190158,US,USA
China,Wusu,2002,190359,CN,CHN
India,Mahbubnagar,2017,190400,IN,IND
Japan,Hino,2022,190435,JP,JPN
Iran (Islamic Republic of),Shahr-e-Kord,2017,190441,IR,IRN
India,Orai,2017,190575,IN,IND
Japan,Kishiwada,2022,190658,JP,JPN
Philippines,Malaybalay,2023,190712,PH,PHL
Guinea,Kankan,2017,190722,GN,GIN
India,Mahesana,2017,190753,IN,IND
United States of America,Providence (RI),2024,190792,US,USA
Russian Federation,Armavir,2013,190831,RU,RUS
Ghana,Ashiaman,2015,190972,GH,GHA
Pakistan,Khairpur,2024,191044,PK,PAK
Philippines,Bago,2023,191210,PH,PHL
United States of America,Paradise (NV),2023,191238,US,USA
Cuba,Santa Clara,2025,191309,CU,CUB
India,Rae Bareli,2017,191316,IN,IND
Poland,Torun,2023,191380,PL,POL
Madagascar,Fianarantsoa,2024,191776,MG,MDG
Brazil,Rio Grande,2024,191900,BR,BRA
United States of America,Huntington Beach (CA),2024,192129,US,USA
Brazil,Castanhal,2024,192256,BR,BRA
Kazakhstan,Koktshetau,2024,192299,KZ,KAZ
Brazil,Nossa Senhora do Socorro,2024,192330,BR,BRA
Pakistan,Chishtian,2024,192403,PK,PAK
Venezuela (Bolivarian Republic of),Guacara,2016,192536,VE,VEN
Iraq,Ramadi,1987,192556,IQ,IRQ
Democratic People's Republic of Korea,Kaesong,2009,192578,KP,PRK
Spain,Fuenlabrada,2023,192612,ES,ESP
China,Heihe,2002,192764,CN,CHN
Algeria,El Bayadh,2016,192958,DZ,DZA
Algeria,Tissemsilt,2016,193011,DZ,DZA
Venezuela (Bolivarian Republic of),Puerto Cabello,2016,193025,VE,VEN
Egypt,Beni-Suef,2011,193048,EG,EGY
India,Fatehpur,2017,193193,IN,IND
Iran (Islamic Republic of),Bukand,2017,193501,IR,IRN
Mexico,Chicoloapán de Juárez,2021,193532,MX,MEX
Nepal,Hetauda,2023,193576,NP,NPL
Mexico,Ocotlán,2024,193655,MX,MEX
India,Malkajgiri,2007,193863,IN,IND
Bolivia (Plurinational State of),SUCRE,2007,193876,BO,BOL
Philippines,Tanauan,2023,193936,PH,PHL
Azerbaijan,Xirdalan,2022,193939,AZ,AZE
Japan,Yamaguchi,2022,193966,JP,JPN
Iran (Islamic Republic of),Ilam,2017,194030,IR,IRN
United Kingdom of Great Britain and Northern Ireland,Bolton,2013,194189,GB,GBR
Kenya,Karuri,2021,194289,KE,KEN
Nepal,Butwal,2023,194335,NP,NPL
Japan,Kumagaya,2022,194415,JP,JPN
Nepal,Janakpurdham,2023,194556,NP,NPL
Mexico,Tianguistenco,2024,194807,MX,MEX
United Kingdom of Great Britain and Northern Ireland,Norwich,2006,194839,GB,GBR
Colombia,Dosquebradas,2020,194890,CO,COL
Guinea,Nzérékoré,2017,195027,GN,GIN
Indonesia,Salatiga,2024,195065,ID,IDN
Mexico,San Cristóbal de las Casas,2024,195106,MX,MEX
Poland,Radom,2023,195119,PL,POL
India,Ambala,2017,195153,IN,IND
India,Baharampur,2017,195223,IN,IND
United States of America,Montgomery (AL),2024,195287,US,USA
India,Navi Mumbai Panvel Raigad,2017,195373,IN,IND
Japan,Mitaka,2022,195391,JP,JPN
Philippines,Koronadal,2023,195398,PH,PHL
Pakistan,Hub,2024,195661,PK,PAK
Japan,Suzuka,2022,195670,JP,JPN
Bosnia and Herzegovina,Banja Luka,1994,195692,BA,BIH
Uzbekistan,Jizzax,2024,195785,UZ,UZB
India,Bhiwani,2017,196057,IN,IND
India,Madhyamgram,2017,196127,IN,IND
Chile,Calama,2024,196152,CL,CHL
India,Khammam,2017,196283,IN,IND
Brazil,Sinop,2024,196312,BR,BRA
Italy,Prato,2024,196317,IT,ITA
Bangladesh,Coxs Bazar Pourasabha,2023,196385,BD,BGD
Tajikistan,Khujand,2024,196427,TJ,TJK
United States of America,Vancouver (WA),2024,196442,US,USA
Iraq,Diwaniya,1987,196519,IQ,IRQ
United States of America,Grand Rapids (MI),2024,196608,US,USA
Japan,Higashihiroshima,2022,196608,JP,JPN
Peru,Huánuco,2019,196627,PE,PER
United States of America,Birmingham (AL),2024,196644,US,USA
Chile,Recoleta,2024,196856,CL,CHL
Russian Federation,Balakovo,2013,196918,RU,RUS
Italy,Parma,2024,197018,IT,ITA
India,Hardoi,2017,197029,IN,IND
United States of America,Overland Park (KS),2024,197089,US,USA
India,Bhalswa Jahangir Pur,2017,197148,IN,IND
Italy,Brescia,2024,197236,IT,ITA
Nepal,Itahari,2023,197241,NP,NPL
Brazil,Maricá,2024,197277,BR,BRA
